Product_ID,Product_Name,Category,Sub_Category,Price,Supplier
PROD05202,Prestige Face Wash,Beauty,Face Wash,832,BigBasket
PROD05203,Bajaj Mobile,Electronics,Mobile,83070,Tata Consumer
PROD05204,Puma Rice,Grocery,Rice,488,Tata Consumer
PROD05205,Mi Cricket Bat,Sports,Cricket Bat,27456,Tata Consumer
PROD05206,Godrej Spices,Grocery,Spices,236,Flipkart Seller
PROD05207,LG Badminton Racket,Sports,Badminton Racket,25422,Croma
PROD05208,Lenovo Cricket Bat,Sports,Cricket Bat,8966,Flipkart Seller
PROD05209,Dell Biography,Books,Biography,2295,Croma
PROD05210,Tata Tea Powder,Grocery,Tea Powder,2625,Flipkart Seller
PROD05211,Dell Laptop,Electronics,Laptop,94319,DMart
PROD05212,Sony LED Lamp,Home & Kitchen,LED Lamp,46779,Flipkart Seller
PROD05213,Sony Headphones,Electronics,Headphones,143539,Tata Consumer
PROD05214,HP Academic Book,Books,Academic Book,713,Tata Consumer
PROD05215,Puma Academic Book,Books,Academic Book,2066,Flipkart Seller
PROD05216,Godrej Face Wash,Beauty,Face Wash,325,ITC Limited
PROD05217,OnePlus Cricket Bat,Sports,Cricket Bat,15900,Amazon Seller
PROD05218,OnePlus Women Dress,Fashion,Women Dress,7501,Godrej Consumer
PROD05219,Nike Badminton Racket,Sports,Badminton Racket,16265,Tata Consumer
PROD05220,Apple Rice,Grocery,Rice,860,Tata Consumer
PROD05221,Reliance Pressure Cooker,Home & Kitchen,Pressure Cooker,29821,Vijay Sales
PROD05222,Tata Academic Book,Books,Academic Book,895,BigBasket
PROD05223,Apple Academic Book,Books,Academic Book,1650,Croma
PROD05224,Tata Face Wash,Beauty,Face Wash,1490,BigBasket
PROD05225,Bajaj Dumbbell,Sports,Dumbbell,26662,Amazon Seller
PROD05226,Sony Shoes,Fashion,Shoes,1629,Flipkart Seller
PROD05227,Aashirvaad Face Wash,Beauty,Face Wash,3232,ITC Limited
PROD05228,Nike Sofa,Home & Kitchen,Sofa,26610,Tata Consumer
PROD05229,Dell Headphones,Electronics,Headphones,98456,Flipkart Seller
PROD05230,Puma Face Wash,Beauty,Face Wash,4835,Croma
PROD05231,Prestige Football,Sports,Football,11046,Reliance Retail
PROD05232,Godrej Cricket Bat,Sports,Cricket Bat,29815,BigBasket
PROD05233,Aashirvaad Cooking Oil,Grocery,Cooking Oil,347,Reliance Retail
PROD05234,Bajaj Face Wash,Beauty,Face Wash,1718,Croma
PROD05235,Nike Television,Electronics,Television,46036,BigBasket
PROD05236,Samsung Cooking Oil,Grocery,Cooking Oil,2589,ITC Limited
PROD05237,Mi Cooking Oil,Grocery,Cooking Oil,610,BigBasket
PROD05238,Lenovo Biography,Books,Biography,420,DMart
PROD05239,,Electronics,Mobile,33085,Vijay Sales
PROD05240,Tata Academic Book,Books,Academic Book,1445,DMart
PROD05241,Samsung Laptop,Electronics,Laptop,101547,Flipkart Seller
PROD05242,Amul Lipstick,Beauty,Lipstick,4606,Vijay Sales
PROD05243,Aashirvaad Dumbbell,Sports,Dumbbell,23860,DMart
PROD05244,Boat Handbag,Fashion,Handbag,2206,BigBasket
PROD05245,Prestige Academic Book,Books,Academic Book,162,Croma
PROD05246,Nike Mobile,Electronics,Mobile,135723,Vijay Sales
PROD05247,HP Pressure Cooker,Home & Kitchen,Pressure Cooker,33632,Godrej Consumer
PROD05248,Samsung Biscuits,Grocery,Biscuits,1360,Tata Consumer
PROD05249,Boat Handbag,Fashion,Handbag,2929,Flipkart Seller
PROD05250,Prestige Handbag,Fashion,Handbag,7720,Tata Consumer
PROD05251,Samsung Perfume,Beauty,Perfume,1197,DMart
PROD05252,Mi Biography,Books,Biography,2188,ITC Limited
PROD05253,Amul Smart Watch,Electronics,Smart Watch,73051,Amazon Seller
PROD05254,OnePlus Face Wash,Beauty,Face Wash,3883,Amazon Seller
PROD05255,Tata Shoes,Fashion,Shoes,1557,BigBasket
PROD05256,Godrej Tea Powder,Grocery,Tea Powder,1564,BigBasket
PROD05257,Dell Lipstick,Beauty,Lipstick,1257,Reliance Retail
PROD05258,Dell Mixer Grinder,Home & Kitchen,Mixer Grinder,7168,Reliance Retail
PROD05259,Reliance Shampoo,Beauty,Shampoo,4196,Tata Consumer
PROD05260,Aashirvaad Smart Watch,Electronics,Smart Watch,74094,Tata Consumer
PROD05261,HP Novel,Books,Novel,400,DMart
PROD05262,Boat Headphones,Electronics,Headphones,85450,DMart
PROD05263,Sony Academic Book,Books,Academic Book,1961,BigBasket
PROD05264,Adidas Rice,Grocery,Rice,2111,Croma
PROD05265,Sony Badminton Racket,Sports,Badminton Racket,13060,Reliance Retail
PROD05266,Sony Handbag,Fashion,Handbag,3022,BigBasket
PROD05267,Lenovo Biscuits,Grocery,Biscuits,1699,Amazon Seller
PROD05268,Apple Shampoo,Beauty,Shampoo,4328,BigBasket
PROD05269,Godrej Headphones,Electronics,Headphones,117357,BigBasket
PROD05270,Dell Men T-Shirt,Fashion,Men T-Shirt,5646,Vijay Sales
PROD05271,LG Football,Sports,Football,16170,Flipkart Seller
PROD05272,Boat Cooking Oil,Grocery,Cooking Oil,902,ITC Limited
PROD05273,Godrej Lipstick,Beauty,Lipstick,1233,Croma
PROD05274,Bajaj Novel,Books,Novel,2316,Vijay Sales
PROD05275,OnePlus Badminton Racket,Sports,Badminton Racket,2207,Vijay Sales
PROD05276,Nike Cricket Bat,Sports,Cricket Bat,17441,ITC Limited
PROD05277,Sony Shampoo,Beauty,Shampoo,571,Croma
PROD05278,Puma Tea Powder,Grocery,Tea Powder,1113,Reliance Retail
PROD05279,Lenovo Mixer Grinder,Home & Kitchen,Mixer Grinder,40082,Amazon Seller
PROD05280,Mi Shampoo,Beauty,Shampoo,3525,Flipkart Seller
PROD05281,Dell LED Lamp,Home & Kitchen,LED Lamp,28619,BigBasket
PROD05282,Boat Rice,Grocery,Rice,835,Croma
PROD05283,Reliance Lipstick,Beauty,Lipstick,3980,ITC Limited
PROD05284,HP Children Book,Books,Children Book,1538,Croma
PROD05285,Godrej Pressure Cooker,Home & Kitchen,Pressure Cooker,5544,Godrej Consumer
PROD05286,Puma Cricket Bat,Sports,Cricket Bat,27735,ITC Limited
PROD05287,Sony Pressure Cooker,Home & Kitchen,Pressure Cooker,31751,DMart
PROD05288,LG Biscuits,Grocery,Biscuits,1915,DMart
PROD05289,Sony Men T-Shirt,Fashion,Men T-Shirt,1737,Amazon Seller
PROD05290,Samsung Face Wash,Beauty,Face Wash,714,Tata Consumer
PROD05291,HP Tea Powder,Grocery,Tea Powder,1794,Godrej Consumer
PROD05292,Samsung Headphones,Electronics,Headphones,115869,Amazon Seller
PROD05293,Sony Smart Watch,Electronics,Smart Watch,147395,Croma
PROD05294,Nike Smart Watch,Electronics,Smart Watch,149831,Vijay Sales
PROD05295,Reliance Novel,Books,Novel,1685,Amazon Seller
PROD05296,Mi Headphones,Electronics,Headphones,7061,DMart
PROD05297,Sony Novel,Books,Novel,271,Amazon Seller
PROD05298,Mi Badminton Racket,Sports,Badminton Racket,0,ITC Limited
PROD05299,Nike Mobile,Electronics,Mobile,53335,Vijay Sales
PROD05300,Prestige Sofa,Home & Kitchen,Sofa,4468,Vijay Sales
PROD05301,Prestige Academic Book,Books,Academic Book,1995,Tata Consumer
PROD05302,Bajaj Rice,Grocery,Rice,379,Vijay Sales
PROD05303,Reliance Shoes,Fashion,Shoes,7575,Croma
PROD05304,Reliance Cricket Bat,Sports,Cricket Bat,10042,Godrej Consumer
PROD05305,Sony Women Dress,Fashion,Women Dress,3685,Tata Consumer
PROD05306,Nike Jeans,Fashion,Jeans,3386,Godrej Consumer
PROD05307,Dell Men T-Shirt,Fashion,Men T-Shirt,1609,Godrej Consumer
PROD05308,Godrej Sofa,Home & Kitchen,Sofa,16337,ITC Limited
PROD05309,Puma Television,Electronics,Television,13522,Vijay Sales
PROD05310,Nike Tea Powder,Grocery,Tea Powder,299,Amazon Seller
PROD05311,OnePlus LED Lamp, HOME & KITCHEN ,LED Lamp,36547,Croma
PROD05312,Puma Television,Electronics,Television,63947,Amazon Seller
PROD05313,HP Shampoo,Beauty,Shampoo,1576,ITC Limited
PROD05314,Sony Rice,Grocery,Rice,2395,Flipkart Seller
PROD05315,Puma Biscuits,Grocery,Biscuits,1475,Reliance Retail
PROD05316,Godrej LED Lamp,Home & Kitchen,LED Lamp,4399,Amazon Seller
PROD05317,Godrej Biscuits,Grocery,Biscuits,1903,Vijay Sales
PROD05318,Sony Dumbbell,Sports,Dumbbell,15364,Amazon Seller
PROD05319,Amul Biography,Books,Biography,991,Godrej Consumer
PROD05320,OnePlus Perfume,Beauty,Perfume,4903,Croma
PROD05321,Tata Headphones,Electronics,Headphones,137557,ITC Limited
PROD05322,Tata Perfume,Beauty,Perfume,3529,Tata Consumer
PROD05323,Tata Sofa,Home & Kitchen,Sofa,11617,Reliance Retail
PROD05324,Samsung Academic Book,Books,Academic Book,2464,Amazon Seller
PROD05325,Sony Academic Book,Books,Academic Book,912,Flipkart Seller
PROD05326,Puma Dining Table,Home & Kitchen,Dining Table,41112,Reliance Retail
PROD05327,Apple Dining Table,Home & Kitchen,Dining Table,38014,Reliance Retail
PROD05328,Sony Novel,Books,Novel,792,Croma
PROD05329,Bajaj Women Dress,Fashion,Women Dress,1719,Reliance Retail
PROD05330,Amul Women Dress,Fashion,Women Dress,850,Reliance Retail
PROD05331,Boat Jeans,Fashion,Jeans,3118,Reliance Retail
PROD05332,Puma Television,Electronics,Television,93511,BigBasket
PROD05333,Puma Mixer Grinder,Home & Kitchen,Mixer Grinder,27030,Godrej Consumer
PROD05334,Bajaj Biography,Books,Biography,943,DMart
PROD05335,Adidas Women Dress,Fashion,Women Dress,7261,DMart
PROD05336,Mi Shampoo,Beauty,Shampoo,3595,Amazon Seller
PROD05337,Tata Television,Electronics,Television,95916,Godrej Consumer
PROD05338,Samsung Football,Sports,Football,4639,BigBasket
PROD05339,Prestige Tea Powder,Grocery,Tea Powder,712,Godrej Consumer
PROD00899,Boat Headphones,Electronics,Headphones,107975,Croma
PROD05341,OnePlus Spices,Grocery,Spices,2568,Amazon Seller
PROD01253,Sony Academic Book,Books,Academic Book,964,ITC Limited
PROD05343,Prestige Shampoo,Beauty,Shampoo,4041,
PROD05344,Amul LED Lamp,Home & Kitchen,LED Lamp,18709,Amazon Seller
PROD05345,Aashirvaad Mobile,Electronics,Mobile,52776,Godrej Consumer
PROD05346,Prestige Tea Powder,Grocery,Tea Powder,2369,DMart
PROD05347,OnePlus Perfume,Beauty,Perfume,901,Godrej Consumer
PROD05348,Aashirvaad Women Dress,Fashion,Women Dress,3956,Flipkart Seller
PROD05349,Samsung Football,Sports,Football,16281,Croma
PROD05350,LG Shoes,Fashion,Shoes,3769,BigBasket
PROD05351,LG Perfume,Beauty,Perfume,4267,Vijay Sales
PROD05352,Samsung Sofa,Home & Kitchen,Sofa,9797,Reliance Retail
PROD05353,Samsung Children Book,Books,Children Book,1987,DMart
PROD05354,Mi Mobile,Electronics,Mobile,46507,ITC Limited
PROD05355,LG Dining Table,Home & Kitchen,Dining Table,18226,Reliance Retail
PROD05356,Samsung Women Dress,Fashion,Women Dress,814,Croma
PROD05357,Boat Football,Sports,Football,12120,Reliance Retail
PROD05358,Nike Mixer Grinder,Home & Kitchen,Mixer Grinder,14254,Amazon Seller
PROD05359,Samsung Television,Electronics,Television,83515,DMart
PROD05360,Lenovo Cricket Bat,Sports,Cricket Bat,28397,Tata Consumer
PROD05361,LG Lipstick,Beauty,Lipstick,2237,Tata Consumer
PROD05362,Amul Novel,Books,Novel,1179,Amazon Seller
PROD05363,Lenovo Men T-Shirt,Fashion,Men T-Shirt,4766,DMart
PROD05364,Boat Dumbbell,Sports,Dumbbell,23451,ITC Limited
PROD05365,Mi Rice,Grocery,Rice,788,Reliance Retail
PROD05366,HP LED Lamp,Home & Kitchen,LED Lamp,32785,Reliance Retail
PROD05367,Aashirvaad Lipstick,Beauty,Lipstick,4806,DMart
PROD05368,Sony Women Dress,Fashion,Women Dress,5124,Godrej Consumer
PROD05369,Amul Children Book,Books,Children Book,540,Croma
PROD05370,Reliance Spices,Grocery,Spices,729,Croma
PROD05371,Godrej Perfume,Beauty,Perfume,2352,Reliance Retail
PROD05372,Lenovo Biography,Books,Biography,1621,ITC Limited
PROD05373,Apple Novel,Books,Novel,853,Croma
PROD05374,HP Badminton Racket,Sports,Badminton Racket,4922,Vijay Sales
PROD05375,Tata Cooking Oil,Grocery,Cooking Oil,2130,BigBasket
PROD05376,LG Lipstick,Beauty,Lipstick,4888,Amazon Seller
PROD05377,Bajaj Dining Table,Home & Kitchen,Dining Table,42288,Croma
PROD05378,Prestige Dumbbell,Sports,Dumbbell,26246,Godrej Consumer
PROD05379,Apple Shampoo,Beauty,Shampoo,1402,Amazon Seller
PROD05380,Tata Jeans,Fashion,Jeans,6484,Flipkart Seller
PROD05381,Amul Novel,Books,Novel,1811,Amazon Seller
PROD05382,Dell Tea Powder,Grocery,Tea Powder,754,ITC Limited
PROD05383,Mi Shampoo,Beauty,Shampoo,2163,Amazon Seller
PROD05384,Prestige Cricket Bat,Sports,Cricket Bat,28388,Amazon Seller
PROD05385,Puma Cooking Oil,Grocery,Cooking Oil,1170,Flipkart Seller
PROD05386,Mi LED Lamp,Home & Kitchen,LED Lamp,11969,Godrej Consumer
PROD05387,OnePlus Mobile,Electronics,Mobile,114446,Vijay Sales
PROD05388,Reliance Shoes,Fashion,Shoes,1400,Vijay Sales
PROD05389,Nike Face Wash,Beauty,Face Wash,2907,Reliance Retail
PROD05390,Godrej Biography,Books,Biography,945,Amazon Seller
PROD05391,Adidas Headphones,Electronics,Headphones,15312,Reliance Retail
PROD05392,OnePlus Football,Sports,Football,2953,Reliance Retail
PROD05393,Mi Cricket Bat,Sports,Cricket Bat,7696,DMart
PROD05394,Apple Pressure Cooker,Home & Kitchen,Pressure Cooker,41079,Amazon Seller
PROD05395,Adidas Women Dress,Fashion,Women Dress,7151,Tata Consumer
PROD05396,Mi Mobile,Electronics,Mobile,63246,Vijay Sales
PROD05397,Reliance Rice,Grocery,Rice,1769,Reliance Retail
PROD05398,Dell Novel,Books,Novel,2140,Reliance Retail
PROD05399,Nike Sofa,Home & Kitchen,Sofa,26729,Flipkart Seller
PROD05400,Reliance Badminton Racket,Sports,Badminton Racket,16032,Vijay Sales
PROD05401,Aashirvaad Cooking Oil,Grocery,Cooking Oil,1202,DMart
PROD05402,Tata Dumbbell,Sports,Dumbbell,982,Godrej Consumer
PROD05403,Dell Pressure Cooker,Home & Kitchen,Pressure Cooker,11868,DMart
PROD05404,Prestige Sofa,Home & Kitchen,Sofa,29643,Vijay Sales
PROD05405,Puma Football,Sports,Football,22562,Flipkart Seller
PROD05406,Godrej Women Dress,Fashion,Women Dress,1239,Reliance Retail
PROD05407,Adidas Dumbbell,Sports,Dumbbell,23848,Flipkart Seller
PROD05408,LG Perfume,Beauty,Perfume,1738,Flipkart Seller
PROD05409,Nike Perfume,Beauty,Perfume,2456,Flipkart Seller
PROD05410,Dell Football,Sports,Football,6354,Tata Consumer
PROD05411,Lenovo Lipstick,Beauty,Lipstick,3065,Tata Consumer
PROD05412,Godrej Face Wash,Beauty,Face Wash,1807,BigBasket
PROD05413,Sony Biography,Books,Biography,334,BigBasket
PROD05414,HP Face Wash,Beauty,Face Wash,2785,Croma
PROD05415,Apple Television,Electronics,Television,120705,Reliance Retail
PROD05416,OnePlus Headphones,Electronics,Headphones,54489,Amazon Seller
PROD05417,Reliance Pressure Cooker,Home & Kitchen,Pressure Cooker,11555,BigBasket
PROD05418,Dell Novel,Books,Novel,1410,BigBasket
PROD05419,Prestige Tea Powder,Grocery,Tea Powder,2082,Amazon Seller
PROD05420,Amul Jeans,Fashion,Jeans,3809,Croma
PROD05421,Lenovo Cooking Oil,Grocery,Cooking Oil,1642,Godrej Consumer
PROD05422,Mi Sofa,Home & Kitchen,Sofa,1206,Amazon Seller
PROD05423,Apple Dining Table,Home & Kitchen,Dining Table,24730,DMart
PROD05424,Godrej Shampoo,Beauty,Shampoo,4682,Godrej Consumer
PROD05425,Dell Smart Watch,Electronics,Smart Watch,50339,DMart
PROD05426,Nike Children Book,Books,Children Book,408,Reliance Retail
PROD05427,Boat Television,Electronics,Television,64542,ITC Limited
PROD05428,Boat Tea Powder,Grocery,Tea Powder,2023,BigBasket
PROD05429,Aashirvaad Men T-Shirt,Fashion,Men T-Shirt,6248,BigBasket
PROD05430,Mi Jeans,Fashion,Jeans,5243,Reliance Retail
PROD05431,Mi Rice,Grocery,Rice,952,Tata Consumer
PROD05432,Nike Academic Book,Books,Academic Book,1900,Reliance Retail
PROD05433,Godrej Sofa,Home & Kitchen,Sofa,48802,Flipkart Seller
PROD05434,Dell Pressure Cooker,Home & Kitchen,Pressure Cooker,33608,ITC Limited
PROD05435,Bajaj Dining Table,Home & Kitchen,Dining Table,30452,Reliance Retail
PROD05436,Prestige Lipstick,Beauty,Lipstick,4541,Tata Consumer
PROD05437,Godrej Tea Powder,Grocery,Tea Powder,1100,Vijay Sales
PROD05438,LG Biscuits,Grocery,Biscuits,2832,Vijay Sales
PROD05439,Aashirvaad Cooking Oil,Grocery,Cooking Oil,2316,Flipkart Seller
PROD05440,Prestige Dining Table,Home & Kitchen,Dining Table,34543,Croma
PROD05441,OnePlus Spices,Grocery,Spices,2389,Reliance Retail
PROD05442,Dell Laptop,Electronics,Laptop,129617,Amazon Seller
PROD05443,Tata Academic Book,Books,Academic Book,2267,BigBasket
PROD04043,Dell Mixer Grinder,Home & Kitchen,Mixer Grinder,43086,ITC Limited
PROD05445,Adidas Face Wash,Beauty,Face Wash,2034,Croma
PROD05446,Reliance Lipstick,Beauty,Lipstick,2864,Reliance Retail
PROD05447,Dell Women Dress,Fashion,Women Dress,2487,Vijay Sales
PROD05448,Bajaj Novel,Books,Novel,260,Vijay Sales
PROD05449,Bajaj Lipstick,Beauty,Lipstick,282,Vijay Sales
PROD05450,Apple Face Wash,Beauty,Face Wash,1211,Amazon Seller
PROD05451,Godrej Football,Sports,Football,13945,Tata Consumer
PROD05452,Prestige Biography,Books,Biography,216,ITC Limited
PROD05453,Boat Lipstick,Beauty,,1886,ITC Limited
PROD05454,OnePlus Tea Powder,Grocery,Tea Powder,241,Vijay Sales
PROD05455,Mi Shampoo,Beauty,Shampoo,3497,DMart
PROD05456,Lenovo Pressure Cooker,Home & Kitchen,Pressure Cooker,45955,Godrej Consumer
PROD05457,HP Spices,Grocery,Spices,1687,Reliance Retail
PROD05458,Boat Dumbbell,Sports,Dumbbell,28292,Reliance Retail
PROD05459,Mi Tea Powder,Grocery,Tea Powder,615,Amazon Seller
PROD05460,Dell Rice,Grocery,Rice,290,BigBasket
PROD05461,Prestige Badminton Racket,Sports,Badminton Racket,18360,Vijay Sales
PROD05462,Tata Badminton Racket,Sports,Badminton Racket,13840,Vijay Sales
PROD05463,Reliance Women Dress,Fashion,Women Dress,6546,Flipkart Seller
PROD05464,Mi Shampoo,Beauty,Shampoo,221,Tata Consumer
PROD05465,Mi Handbag,Fashion,Handbag,1752,ITC Limited
PROD05466,Prestige Spices,Grocery,Spices,2806,Godrej Consumer
PROD05467,Sony Spices,Grocery,Spices,2059,Flipkart Seller
PROD05468,Godrej Novel,Books,Novel,1472,DMart
PROD05469,Dell Cooking Oil,Grocery,Cooking Oil,420,Tata Consumer
PROD05470,Apple Cricket Bat,Sports,Cricket Bat,14357,BigBasket
PROD05471,Sony Biography,Books,Biography,1809,Godrej Consumer
PROD05472,Tata Pressure Cooker,Home & Kitchen,Pressure Cooker,14016,Godrej Consumer
PROD05473,Prestige Novel,Books,Novel,1122,Croma
PROD05474,Tata LED Lamp,Home & Kitchen,LED Lamp,7902,BigBasket
PROD05475,OnePlus LED Lamp,Home & Kitchen,LED Lamp,27929,Tata Consumer
PROD05476,OnePlus Headphones,Electronics,Headphones,52089,Flipkart Seller
PROD05477,Apple Biography,Books,Biography,1948,DMart
PROD05478,Nike Smart Watch,Electronics,Smart Watch,144067,Amazon Seller
PROD05479,Apple Pressure Cooker,Home & Kitchen,Pressure Cooker,34095,BigBasket
PROD05480,Reliance Football,Sports,Football,23351,Amazon Seller
PROD05481,Dell Rice,Grocery,Rice,2256,Flipkart Seller
PROD05482,Lenovo Lipstick,Beauty,Lipstick,145,Vijay Sales
PROD05483,Nike Badminton Racket,Sports,Badminton Racket,22235,DMart
PROD05484,Boat Cricket Bat,Sports,Cricket Bat,29435,ITC Limited
PROD05485,Samsung Academic Book,Books,Academic Book,1704,BigBasket
PROD05486,LG Spices,Grocery,Spices,2728,ITC Limited
PROD05487,Tata Smart Watch,Electronics,Smart Watch,57353,Tata Consumer
PROD05488,Samsung Rice,Grocery,Rice,1999,Reliance Retail
PROD05489,Godrej Novel,Books,Novel,1372,Reliance Retail
PROD05490,Bajaj Face Wash,Beauty,Face Wash,354,ITC Limited
PROD05491,Lenovo Cricket Bat,Sports,Cricket Bat,21491,Flipkart Seller
PROD05492,Aashirvaad Shampoo,Beauty,Shampoo,1330,ITC Limited
PROD05493,Godrej Handbag,Fashion,Handbag,4807,Amazon Seller
PROD05494,Adidas Dumbbell,Sports,Dumbbell,28105,ITC Limited
PROD05495,Tata Mixer Grinder,Home & Kitchen,Mixer Grinder,30492,Amazon Seller
PROD05496,Mi Biography,Books,Biography,903,Tata Consumer
PROD05497,Prestige Dumbbell,Sports,Dumbbell,2966,Vijay Sales
PROD05498,Godrej Academic Book,Books,Academic Book,610,Godrej Consumer
PROD05499,Sony Face Wash,Beauty,Face Wash,3968,Vijay Sales
PROD05500,Tata Shampoo,Beauty,Shampoo,4666,Reliance Retail
PROD05501,Tata Novel,Books,Novel,1133,Godrej Consumer
PROD05502,Reliance Headphones,Electronics,Headphones,50935,Vijay Sales
PROD05503,Nike Jeans,Fashion,Jeans,2506,DMart
PROD05504,Aashirvaad LED Lamp,Home & Kitchen,LED Lamp,41801,Amazon Seller
PROD05505,Boat Dumbbell,Sports,Dumbbell,17602,Tata Consumer
PROD05506,Sony Mobile,Electronics,Mobile,7871,BigBasket
PROD05507,Adidas Cooking Oil,Grocery,Cooking Oil,714,Croma
PROD05508,OnePlus Shoes,Fashion,Shoes,452,Godrej Consumer
PROD05509,Puma Laptop,Electronics,Laptop,125200,Croma
PROD05510,Sony Men T-Shirt,Fashion,Men T-Shirt,4816,BigBasket
PROD05511,Aashirvaad Children Book,Books,Children Book,390,DMart
PROD05512,Dell Children Book,Books,Children Book,153,Amazon Seller
PROD05513,Puma Tea Powder,Grocery,Tea Powder,1587,Croma
PROD05514,Reliance Jeans,Fashion,Jeans,3183,Croma
PROD05515,Nike Shoes,,Shoes,4406,Flipkart Seller
PROD05516,Amul Badminton Racket,Sports,Badminton Racket,26022,BigBasket
PROD05517,Puma Cricket Bat,Sports,Cricket Bat,29129,Vijay Sales
PROD05518,Lenovo Tea Powder,Grocery,Tea Powder,2289,Amazon Seller
PROD05519,Mi Smart Watch,Electronics,Smart Watch,123428,Tata Consumer
PROD05520,Amul Handbag,Fashion,Handbag,2564,Vijay Sales
PROD05521,Bajaj Shampoo,Beauty,Shampoo,1141,DMart
PROD05522,Aashirvaad Face Wash,Beauty,Face Wash,3403,Tata Consumer
PROD05523,Adidas Children Book,Books,Children Book,451,Amazon Seller
PROD05524,Adidas LED Lamp,Home & Kitchen,LED Lamp,37655,Tata Consumer
PROD05525,LG Cooking Oil,Grocery,Cooking Oil,256,BigBasket
PROD05526,Lenovo Handbag,Fashion,Handbag,3469,Amazon Seller
PROD05527,Mi Shoes,Fashion,Shoes,5378,Amazon Seller
PROD05528,Godrej Headphones,Electronics,Headphones,109373,Flipkart Seller
PROD05529,Sony Lipstick,Beauty,Lipstick,1649,Croma
PROD05530,Mi Shampoo,Beauty,Shampoo,4590,DMart
PROD05531,Apple Jeans,Fashion,Jeans,6319,Tata Consumer
PROD05532,Apple Biscuits,Grocery,Biscuits,2158,Tata Consumer
PROD05533,Dell Badminton Racket,Sports,Badminton Racket,20518,Amazon Seller
PROD05534,Tata Sofa,Home & Kitchen,Sofa,20233,Flipkart Seller
PROD05535,Lenovo Jeans,Fashion,Jeans,1714,Reliance Retail
PROD05536,OnePlus Biography,Books,Biography,1161,Flipkart Seller
PROD05537,OnePlus Pressure Cooker,Home & Kitchen,Pressure Cooker,35095,DMart
PROD05538,Prestige Spices,Grocery,Spices,683,Amazon Seller
PROD05539,Tata Face Wash,Beauty,Face Wash,136,Flipkart Seller
PROD05540,Reliance Dining Table,Home & Kitchen,Dining Table,43253,Tata Consumer
PROD05541,OnePlus Shampoo,Beauty,Shampoo,651,BigBasket
PROD05542,Reliance Football,Sports,Football,29031,BigBasket
PROD05543,Bajaj Cricket Bat,Sports,Cricket Bat,10347,Flipkart Seller
PROD05544,,Electronics,Laptop,134946,Croma
PROD05545,HP Handbag,Fashion,Handbag,1384,Reliance Retail
PROD05546,Boat Children Book,Books,Children Book,1721,BigBasket
PROD05547,Adidas Women Dress,Fashion,Women Dress,7743,Reliance Retail
PROD05548,LG LED Lamp,Home & Kitchen,LED Lamp,4144,ITC Limited
PROD05549,Boat Women Dress,Fashion,Women Dress,7112,DMart
PROD05550,HP Television,Electronics,Television,116837,Vijay Sales
PROD05551,OnePlus Academic Book,Books,Academic Book,1219,ITC Limited
PROD05552,LG Children Book,Books,Children Book,2478,ITC Limited
PROD05553,Amul Rice,Grocery,Rice,1697,ITC Limited
PROD05554,Prestige Men T-Shirt,Fashion,Men T-Shirt,4181,Croma
PROD05555,Dell Men T-Shirt,Fashion,Men T-Shirt,5343,Vijay Sales
PROD05556,Lenovo Face Wash,Beauty,Face Wash,3627,Godrej Consumer
PROD05557,LG Sofa,Home & Kitchen,Sofa,43205,BigBasket
PROD05558,Adidas Rice,Grocery,Rice,1065,BigBasket
PROD05559,Samsung Perfume,Beauty,Perfume,1438,Croma
PROD05560,Bajaj Men T-Shirt,Fashion,Men T-Shirt,4249,Godrej Consumer
PROD05561,Samsung Sofa,Home & Kitchen,Sofa,1334,Reliance Retail
PROD05562,HP Lipstick,Beauty,Lipstick,1709,Amazon Seller
PROD05563,Amul Headphones,Electronics,Headphones,21281,DMart
PROD05564,Mi Face Wash,Beauty,Face Wash,1569,Reliance Retail
PROD05565,OnePlus Jeans,Fashion,Jeans,6396,Godrej Consumer
PROD05566,Mi Academic Book,Books,Academic Book,962,ITC Limited
PROD05567,Bajaj Shampoo,Beauty,Shampoo,3865,Reliance Retail
PROD05568,Sony Jeans,Fashion,Jeans,6938,BigBasket
PROD05569,Nike Tea Powder,Grocery,Tea Powder,1887,BigBasket
PROD05570,Nike Academic Book,Books,Academic Book,2170,Vijay Sales
PROD05571,Apple Headphones,Electronics,Headphones,114047,Amazon Seller
PROD05572,Boat Cooking Oil,Grocery,Cooking Oil,319,Reliance Retail
PROD05573,Godrej Badminton Racket,Sports,Badminton Racket,11030,Flipkart Seller
PROD05574,Prestige Spices,Grocery,Spices,1980,Reliance Retail
PROD05575,Prestige Dumbbell,Sports,Dumbbell,16337,DMart
PROD05576,Apple Football,Sports,Football,19934,Croma
PROD05577,Amul Smart Watch,Electronics,Smart Watch,105539,DMart
PROD05578,OnePlus Mixer Grinder,Home & Kitchen,Mixer Grinder,5308,ITC Limited
PROD05579,Lenovo Tea Powder,Grocery,Tea Powder,55,Croma
PROD05580,Prestige LED Lamp,Home & Kitchen,LED Lamp,48270,Flipkart Seller
PROD05581,Nike Sofa,Home & Kitchen,Sofa,18276,Godrej Consumer
PROD05582,Puma Perfume,Beauty,Perfume,1058,Vijay Sales
PROD05583,HP Headphones,Electronics,Headphones,5705,Reliance Retail
PROD05584,Mi Mixer Grinder,Home & Kitchen,Mixer Grinder,16610,Reliance Retail
